date,channel_id,video_id,device_type,operating_system,traffic_source_type,traffic_source_detail,video_thumbnail_impressions,video_thumbnail_impressions_ctr
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,101,2,7,ujvlgG_TDAY,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,104,4,7,ujvlgG_TDAY,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,104,5,7,v3wVAbAWrE0,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,104,4,7,v4GlVkshUIc,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,101,2,7,v9x7lIHqQvg,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,101,2,7,vA5O8Pq9j44,2,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,104,4,7,vZ_dZvvKD_Q,2,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,104,4,7,vd60QrbCXQk,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,101,2,7,vefqnIJVa5U,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,104,5,7,vefqnIJVa5U,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,101,2,7,vehF0YexSjk,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,104,4,7,vehF0YexSjk,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,104,5,7,vehF0YexSjk,2,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,101,9,7,vg9yCl8_Pbo,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,102,31,7,vitK9NPwtBQ,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,102,19,7,vtc-dZCJtqY,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,104,4,7,wBrEqOdfZxk,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,101,2,7,wO2z79qqB1Y,5,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,104,4,7,wO2z79qqB1Y,2,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,104,5,7,wO2z79qqB1Y,2,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,104,5,7,wdjQGw7hX68,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,104,5,7,wnasKnA1zRA,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,104,4,7,x68AnwPpT-s,2,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,105,5,7,xD3s4CBaYUw,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,101,9,7,xUiijyFiyX4,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,101,2,7,xkbtMWhpNfM,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,101,9,7,xlg9Wc-FJjY,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,104,5,7,xvd3jFym8r4,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,103,10,7,xwAQL_BSfxo,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,101,2,7,xzsQ-Fbp-kQ,2,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,101,9,7,xzsQ-Fbp-kQ,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,104,4,7,xzsQ-Fbp-kQ,2,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,104,5,7,xzsQ-Fbp-kQ,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,104,4,7,yLTmizWDRu8,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,102,4,7,ykjlJzLgdB4,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,104,4,7,z5Wm7YaeYVA,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,104,4,7,zYJiAI8dCl8,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,101,9,7,zaMq4qN5II0,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,101,2,7,zkr3BqFpKOs,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,102,4,7,zkr3BqFpKOs,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,104,4,14,my-likes,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,104,5,14,my-likes,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,104,4,18,unknown,3,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,EvoV01i7fRw,104,5,18,unknown,4,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,101,2,3,what-to-watch,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,101,9,3,what-to-watch,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,104,5,3,what-to-watch,4,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,105,5,3,what-to-watch,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,101,2,4,UCiLmCoftZHWXSFuQlnEJSsQ,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,102,29,4,UCiLmCoftZHWXSFuQlnEJSsQ,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,104,4,4,UCiLmCoftZHWXSFuQlnEJSsQ,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,104,5,4,UCiLmCoftZHWXSFuQlnEJSsQ,16,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,101,2,5,unknown,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,101,9,5,unknown,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,102,1,5,unknown,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,104,4,5,unknown,5,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,104,5,5,unknown,33,0.030303030303030304
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,105,5,5,unknown,2,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,102,1,7,--ombqA70cI,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,104,4,7,-MN4InthzFY,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,104,5,7,-c4nfHwdLaw,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,101,2,7,-tC_X0f6WEo,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,104,4,7,1hJRqc_oyaQ,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,101,2,7,2ILiRAjx2aY,1,1
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,104,5,7,7tFXN1UACAQ,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,105,5,7,833EAafCHsY,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,104,5,7,91CkV10VthM,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,105,5,7,9upU7gqA77Q,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,101,2,7,AMofAQHHgbc,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,101,2,7,Bp9QPCcAcNo,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,104,5,7,D88Zd_OvaSs,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,101,9,7,DtBcyYKDsXc,2,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,103,27,7,G2wAU1PjYQc,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,101,2,7,JHBZ8rJl1Wg,2,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,104,5,7,Q1tohy7NerI,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,104,5,7,Ri0RW7Snzuk,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,102,4,7,S4tXGHeKBHs,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,104,5,7,S4tXGHeKBHs,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,104,5,7,SUvf5ZeOgyw,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,102,4,7,SlDTZdCoX7w,3,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,104,5,7,Z47zQwEvLrY,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,103,10,7,aEKmiuXtZx8,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,101,2,7,cC2B2D-HFYA,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,101,2,7,g1GPX8SlOmU,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,104,5,7,g1GPX8SlOmU,3,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,101,9,7,h8bM5dGKfaM,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,104,5,7,hF_O0_hqIt0,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,102,29,7,hpzbDov2BGA,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,101,30,7,kdwsCF_0C3Y,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,104,5,7,nx0O4uN22Tg,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,102,4,7,pE6Pi35mojw,2,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,105,5,7,r6AimSjmcyg,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,104,5,7,tm7cN7jlbxk,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,104,4,14,my-likes,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,104,4,18,unknown,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,HgCgwKqeJBI,104,5,18,unknown,3,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,JVNpkPsotMU,101,2,4,UCiLmCoftZHWXSFuQlnEJSsQ,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,JVNpkPsotMU,102,29,4,UCiLmCoftZHWXSFuQlnEJSsQ,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,JVNpkPsotMU,104,5,4,UCiLmCoftZHWXSFuQlnEJSsQ,11,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,JVNpkPsotMU,102,4,7,S4tXGHeKBHs,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,JVNpkPsotMU,104,5,7,S4tXGHeKBHs,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,JVNpkPsotMU,101,2,7,g1GPX8SlOmU,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,JVNpkPsotMU,102,4,7,pE6Pi35mojw,2,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,JVNpkPsotMU,104,5,18,unknown,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,101,2,3,what-to-watch,2,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,102,4,3,what-to-watch,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,102,19,3,what-to-watch,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,102,29,3,what-to-watch,5,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,102,31,3,what-to-watch,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,104,4,3,what-to-watch,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,104,5,3,what-to-watch,2,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,105,5,3,what-to-watch,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,102,29,4,UCiLmCoftZHWXSFuQlnEJSsQ,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,103,27,4,UCiLmCoftZHWXSFuQlnEJSsQ,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,104,5,4,UCiLmCoftZHWXSFuQlnEJSsQ,6,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,102,1,5,unknown,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,102,4,5,unknown,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,102,12,5,unknown,5,0.2
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,102,19,5,unknown,5,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,102,29,5,unknown,4,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,102,31,5,unknown,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,103,27,5,unknown,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,104,4,5,unknown,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,104,5,5,unknown,4,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,102,1,7,--ombqA70cI,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,101,2,7,0HYIEibgwGc,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,101,30,7,3099DYz_cZY,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,104,5,7,417bJOvtE_8,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,105,5,7,562iExMLpN8,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,104,5,7,5LWvbg_9Pjk,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,104,4,7,DMM3hzHWt04,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,104,5,7,EvoV01i7fRw,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,101,9,7,GEJVq8ALBBM,2,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,104,5,7,H-YUdo_zbRg,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,104,4,7,HQeiAtVdaIc,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,104,5,7,IeGsq7bSaB8,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,104,5,7,Kizav5VorT0,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,105,5,7,NJAK9NZ-p6c,1,1
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,104,4,7,PmD_nggctn4,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,104,5,7,Q1tohy7NerI,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,104,5,7,QMulxshbfPI,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,105,5,7,R1-JvxdEChg,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,104,5,7,S4tXGHeKBHs,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,102,31,7,YQnwHeWPvCY,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,102,1,7,ZUTsM_XM-T8,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,102,31,7,ZvcocaoXJzo,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,101,2,7,aRv9OGt15vE,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,102,19,7,awaz4Ew733Q,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,102,31,7,bbMnf16m_Z4,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,102,4,7,ck0Knx13vk8,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,101,2,7,dhys8ycR5Iw,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,102,4,7,eGlq3fj1z0E,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,104,5,7,gO05MA_h3dE,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,104,5,7,hYRfFxGXeZc,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,104,4,7,iZk5pEuQtZw,1,1
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,104,4,7,ikFaEAlO5N0,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,104,5,7,m8iO3_PSQwI,1,1
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,104,5,7,mZiY8j0Gs-8,2,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,104,5,7,nK-wxq2a-H4,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,102,29,7,oWRCXGvcU9s,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,101,2,7,pi8zBB4s_mc,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,105,5,7,sYM4Vdzaex0,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,102,4,7,t1c6k8RTW7c,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,104,4,7,tKFj3FNEvx8,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,104,5,7,wS87Rd27Ccg,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,101,9,7,wWadoTrGJgA,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,K4mQYWHpcUI,102,29,7,ziGbKBlwfuE,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,101,2,3,what-to-watch,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,101,9,3,what-to-watch,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,104,4,3,what-to-watch,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,101,2,4,UCiLmCoftZHWXSFuQlnEJSsQ,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,104,5,4,UCiLmCoftZHWXSFuQlnEJSsQ,9,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,102,4,5,unknown,2,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,104,4,5,unknown,3,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,104,5,5,unknown,10,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,101,30,7,4yWs7uDmsiI,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,104,4,7,5jQz1YGgBgg,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,103,27,7,9Yh4pwlOgNo,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,102,29,7,EPXPwI2fLqk,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,104,5,7,NDlp3mXty_s,2,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,105,5,7,PiikNxCE5_Q,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,104,5,7,QBa7QESJTZY,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,104,5,7,RYBt8nduGjI,2,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,104,5,7,S4tXGHeKBHs,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,102,1,7,SlDTZdCoX7w,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,103,27,7,SlDTZdCoX7w,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,104,4,7,SlDTZdCoX7w,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,104,5,7,WFBd5lCg7Ls,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,101,2,7,g1GPX8SlOmU,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,102,4,7,pE6Pi35mojw,2,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,104,5,7,pE6Pi35mojw,3,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,104,5,7,z1KS7myipTQ,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,104,4,14,PLal9zOUhRVnU,6,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,104,5,14,PLal9zOUhRVnU,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,104,4,18,unknown,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,104,5,18,unknown,1,1
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,LMDZec3o3-g,105,5,18,unknown,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,PiikNxCE5_Q,101,2,3,/my_subscriptions,2,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,PiikNxCE5_Q,102,19,3,/my_subscriptions,3,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,PiikNxCE5_Q,104,4,3,/my_subscriptions,7,0.14285714285714285
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,PiikNxCE5_Q,104,5,3,/my_subscriptions,23,0.043478260869565216
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,PiikNxCE5_Q,105,5,3,/my_subscriptions,4,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,PiikNxCE5_Q,101,2,3,what-to-watch,297,0.020202020202020204
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,PiikNxCE5_Q,101,9,3,what-to-watch,70,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,PiikNxCE5_Q,101,30,3,what-to-watch,14,0.071428571428571425
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,PiikNxCE5_Q,102,1,3,what-to-watch,6,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,PiikNxCE5_Q,102,4,3,what-to-watch,5,0.2
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,PiikNxCE5_Q,102,19,3,what-to-watch,3,0.33333333333333331
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,PiikNxCE5_Q,102,29,3,what-to-watch,11,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,PiikNxCE5_Q,102,31,3,what-to-watch,2,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,PiikNxCE5_Q,103,10,3,what-to-watch,5,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,PiikNxCE5_Q,103,27,3,what-to-watch,5,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,PiikNxCE5_Q,104,4,3,what-to-watch,297,0.033670033670033669
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,PiikNxCE5_Q,104,5,3,what-to-watch,1466,0.02796725784447476
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,PiikNxCE5_Q,105,4,3,what-to-watch,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,PiikNxCE5_Q,105,5,3,what-to-watch,65,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,PiikNxCE5_Q,101,9,4,UCS7HVTPZ1h4vMz-3IX7rbTA,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,PiikNxCE5_Q,101,2,4,UCiLmCoftZHWXSFuQlnEJSsQ,4,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,PiikNxCE5_Q,101,9,4,UCiLmCoftZHWXSFuQlnEJSsQ,2,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,PiikNxCE5_Q,102,29,4,UCiLmCoftZHWXSFuQlnEJSsQ,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,PiikNxCE5_Q,103,27,4,UCiLmCoftZHWXSFuQlnEJSsQ,1,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,PiikNxCE5_Q,104,4,4,UCiLmCoftZHWXSFuQlnEJSsQ,7,0
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,PiikNxCE5_Q,104,5,4,UCiLmCoftZHWXSFuQlnEJSsQ,34,0.029411764705882353
20260903,UCiLmCoftZHWXSFuQlnEJSsQ,PiikNxCE5_Q,105,5,4,UCiLmCoftZHWXSFuQlnEJSsQ,4,0
